Symbol,Date,High,Low,Open,Close,Volume
BTC,2018-02-02 23:59:59,9142.2802734375,7796.490234375,9142.2802734375,8830.75,12726899712.0
BTC,2018-02-03 23:59:59,9430.75,8251.6298828125,8852.1201171875,9174.91015625,7263790080.0
BTC,2018-02-04 23:59:59,9334.8701171875,8031.22021484375,9175.7001953125,8277.009765625,7073549824.0
BTC,2018-02-05 23:59:59,8364.83984375,6756.68017578125,8270.5400390625,6955.27001953125,9285289984.0
BTC,2018-02-06 23:59:59,7850.7001953125,6048.259765625,7051.75,7754.0,13999800320.0
BTC,2018-02-07 23:59:59,8509.1103515625,7236.7900390625,7755.490234375,7621.2998046875,9169280000.0
BTC,2018-02-08 23:59:59,8558.76953125,7637.85986328125,7637.85986328125,8265.58984375,9346750464.0
BTC,2018-02-09 23:59:59,8736.98046875,7884.7099609375,8271.83984375,8736.98046875,6784820224.0
BTC,2018-02-10 23:59:59,9122.5498046875,8295.4697265625,8720.080078125,8621.900390625,7780960256.0
BTC,2018-02-11 23:59:59,8616.1298828125,7931.10009765625,8616.1298828125,8129.97021484375,6122189824.0
BTC,2018-02-12 23:59:59,8985.919921875,8141.43017578125,8141.43017578125,8926.5703125,6256439808.0
BTC,2018-02-13 23:59:59,8958.4697265625,8455.41015625,8926.7197265625,8598.3095703125,5696719872.0
BTC,2018-02-14 23:59:59,9518.5400390625,8599.919921875,8599.919921875,9494.6298828125,7909819904.0
BTC,2018-02-15 23:59:59,10234.7998046875,9395.580078125,9488.3203125,10166.400390625,9062540288.0
BTC,2018-02-16 23:59:59,10324.099609375,9824.8203125,10135.7001953125,10233.900390625,7296159744.0
BTC,2018-02-17 23:59:59,11139.5,10149.400390625,10207.5,11112.7001953125,8660880384.0
BTC,2018-02-18 23:59:59,11349.7998046875,10326.0,11123.400390625,10551.7998046875,8744009728.0
BTC,2018-02-19 23:59:59,11273.7998046875,10513.2001953125,10552.599609375,11225.2998046875,7652089856.0
BTC,2018-02-20 23:59:59,11958.5,11231.7998046875,11231.7998046875,11403.7001953125,9926540288.0
BTC,2018-02-21 23:59:59,11418.5,10479.099609375,11372.2001953125,10690.400390625,9405339648.0
BTC,2018-02-22 23:59:59,11039.099609375,9939.08984375,10660.400390625,10005.0,8040079872.0
BTC,2018-02-23 23:59:59,10487.2998046875,9734.5595703125,9937.0703125,10301.099609375,7739500032.0
BTC,2018-02-24 23:59:59,10597.2001953125,9546.9697265625,10287.7001953125,9813.0703125,6917929984.0
BTC,2018-02-25 23:59:59,9923.2197265625,9407.0595703125,9796.419921875,9664.73046875,5706939904.0
BTC,2018-02-26 23:59:59,10475.0,9501.73046875,9669.4296875,10366.7001953125,7287690240.0
BTC,2018-02-27 23:59:59,10878.5,10246.099609375,10393.900390625,10725.599609375,6966179840.0
BTC,2018-02-28 23:59:59,11089.7998046875,10393.099609375,10687.2001953125,10397.900390625,6936189952.0
BTC,2018-03-01 23:59:59,11052.2998046875,10352.7001953125,10385.0,10951.0,7317279744.0
BTC,2018-03-02 23:59:59,11189.0,10850.099609375,10977.400390625,11086.400390625,7620590080.0
BTC,2018-03-03 23:59:59,11528.2001953125,11002.400390625,11101.900390625,11489.7001953125,6690570240.0
BTC,2018-03-04 23:59:59,11512.599609375,11136.099609375,11497.400390625,11512.599609375,6084149760.0
BTC,2018-03-05 23:59:59,11704.099609375,11443.900390625,11532.400390625,11573.2998046875,6468539904.0
BTC,2018-03-06 23:59:59,11500.099609375,10694.2998046875,11500.099609375,10779.900390625,6832169984.0
BTC,2018-03-07 23:59:59,10929.5,9692.1201171875,10803.900390625,9965.5703125,8797910016.0
BTC,2018-03-08 23:59:59,10147.400390625,9335.8701171875,9951.4404296875,9395.009765625,7186089984.0
BTC,2018-03-09 23:59:59,9466.349609375,8513.0302734375,9414.6904296875,9337.5498046875,8704190464.0
BTC,2018-03-10 23:59:59,9531.3203125,8828.4697265625,9350.58984375,8866.0,5386319872.0
BTC,2018-03-11 23:59:59,9711.8896484375,8607.1201171875,8852.7802734375,9578.6298828125,6296370176.0
BTC,2018-03-12 23:59:59,9937.5,8956.4296875,9602.9296875,9205.1201171875,6457399808.0
BTC,2018-03-13 23:59:59,9470.3798828125,8958.1904296875,9173.0400390625,9194.849609375,5991139840.0
BTC,2018-03-14 23:59:59,9355.849609375,8068.58984375,9214.650390625,8269.8095703125,6438230016.0
BTC,2018-03-15 23:59:59,8428.349609375,7783.0498046875,8290.759765625,8300.8603515625,6834429952.0
BTC,2018-03-16 23:59:59,8585.150390625,8005.31005859375,8322.91015625,8338.349609375,5289379840.0
BTC,2018-03-17 23:59:59,8346.5302734375,7812.81982421875,8321.91015625,7916.8798828125,4426149888.0
BTC,2018-03-18 23:59:59,8245.509765625,7397.990234375,7890.52001953125,8223.6796875,6639190016.0
BTC,2018-03-19 23:59:59,8675.8701171875,8182.39990234375,8344.1201171875,8630.650390625,6729110016.0
BTC,2018-03-20 23:59:59,9051.01953125,8389.8896484375,8619.669921875,8913.4697265625,6361789952.0
BTC,2018-03-21 23:59:59,9177.3701171875,8846.330078125,8937.48046875,8929.2802734375,6043129856.0
BTC,2018-03-22 23:59:59,9100.7099609375,8564.900390625,8939.4404296875,8728.4697265625,5530390016.0
BTC,2018-03-23 23:59:59,8879.6201171875,8360.6201171875,8736.25,8879.6201171875,5954120192.0
BTC,2018-03-24 23:59:59,8996.1796875,8665.7001953125,8901.9501953125,8668.1201171875,5664600064.0
BTC,2018-03-25 23:59:59,8682.009765625,8449.099609375,8612.8095703125,8495.7802734375,4569880064.0
BTC,2018-03-26 23:59:59,8530.080078125,7921.43017578125,8498.4697265625,8209.400390625,5921039872.0
BTC,2018-03-27 23:59:59,8232.7802734375,7797.27978515625,8200.0,7833.0400390625,5378250240.0
BTC,2018-03-28 23:59:59,8122.89013671875,7809.169921875,7836.830078125,7954.47998046875,4935289856.0
BTC,2018-03-29 23:59:59,7994.330078125,7081.3798828125,7979.06982421875,7165.7001953125,6361229824.0
BTC,2018-03-30 23:59:59,7276.66015625,6683.93017578125,7171.4501953125,6890.52001953125,6289509888.0
BTC,2018-03-31 23:59:59,7207.85009765625,6863.52001953125,6892.47998046875,6973.52978515625,4553269760.0
BTC,2018-04-01 23:59:59,7060.9501953125,6526.8701171875,7003.06005859375,6844.22998046875,4532100096.0
BTC,2018-04-02 23:59:59,7135.47021484375,6816.580078125,6844.85986328125,7083.7998046875,4333440000.0
BTC,2018-04-03 23:59:59,7530.93994140625,7072.490234375,7102.259765625,7456.10986328125,5499700224.0
BTC,2018-04-04 23:59:59,7469.8798828125,6803.8798828125,7456.41015625,6853.83984375,4936000000.0
BTC,2018-04-05 23:59:59,6933.81982421875,6644.7998046875,6848.64990234375,6811.47021484375,5639320064.0
BTC,2018-04-06 23:59:59,6857.490234375,6575.0,6815.9599609375,6636.31982421875,3766810112.0
BTC,2018-04-07 23:59:59,7050.5400390625,6630.509765625,6630.509765625,6911.08984375,3976610048.0
BTC,2018-04-08 23:59:59,7111.56005859375,6919.97998046875,6919.97998046875,7023.52001953125,3652499968.0
BTC,2018-04-09 23:59:59,7178.10986328125,6661.990234375,7044.31982421875,6770.72998046875,4894060032.0
BTC,2018-04-10 23:59:59,6872.41015625,6704.14990234375,6795.43994140625,6834.759765625,4272750080.0
BTC,2018-04-11 23:59:59,6968.31982421875,6817.58984375,6843.47021484375,6968.31982421875,4641889792.0
BTC,2018-04-12 23:59:59,7899.22998046875,6806.509765625,6955.3798828125,7889.25,8906250240.0
BTC,2018-04-13 23:59:59,8183.9599609375,7758.93017578125,7901.08984375,7895.9599609375,7764460032.0
BTC,2018-04-14 23:59:59,8140.7099609375,7846.0,7874.669921875,7986.240234375,5191430144.0
BTC,2018-04-15 23:59:59,8338.419921875,7999.330078125,7999.330078125,8329.1103515625,5244480000.0
BTC,2018-04-16 23:59:59,8371.150390625,7925.72998046875,8337.5703125,8058.669921875,5631309824.0
BTC,2018-04-17 23:59:59,8285.9599609375,7881.72021484375,8071.66015625,7902.08984375,6900879872.0
BTC,2018-04-18 23:59:59,8197.7998046875,7886.009765625,7944.43017578125,8163.419921875,6529909760.0
BTC,2018-04-19 23:59:59,8298.6904296875,8138.77978515625,8159.27001953125,8294.3095703125,7063209984.0
BTC,2018-04-20 23:59:59,8880.23046875,8244.5400390625,8286.8798828125,8845.830078125,8438110208.0
BTC,2018-04-21 23:59:59,8997.5703125,8652.150390625,8848.7900390625,8895.580078125,7548550144.0
BTC,2018-04-22 23:59:59,9001.6396484375,8779.6103515625,8925.0595703125,8802.4599609375,6629899776.0
BTC,2018-04-23 23:59:59,8958.5498046875,8788.8095703125,8794.3896484375,8930.8798828125,6925190144.0
BTC,2018-04-24 23:59:59,9732.6103515625,8927.830078125,8934.33984375,9697.5,10678800384.0
BTC,2018-04-25 23:59:59,9745.3203125,8799.83984375,9701.0302734375,8845.740234375,11083100160.0
BTC,2018-04-26 23:59:59,9281.509765625,8727.08984375,8867.3203125,9281.509765625,8970559488.0
BTC,2018-04-27 23:59:59,9375.4697265625,8987.0498046875,9290.6298828125,8987.0498046875,7566289920.0
BTC,2018-04-28 23:59:59,9412.08984375,8931.990234375,8939.26953125,9348.48046875,7805479936.0
BTC,2018-04-29 23:59:59,9531.490234375,9193.7099609375,9346.41015625,9419.080078125,8853000192.0
BTC,2018-04-30 23:59:59,9477.1396484375,9166.8095703125,9426.1103515625,9240.5498046875,8673920000.0
BTC,2018-05-01 23:59:59,9255.8798828125,8891.0498046875,9251.4697265625,9119.009765625,7713019904.0
BTC,2018-05-02 23:59:59,9256.51953125,9015.1396484375,9104.599609375,9235.919921875,7558159872.0
BTC,2018-05-03 23:59:59,9798.330078125,9188.150390625,9233.9697265625,9743.8603515625,10207299584.0
BTC,2018-05-04 23:59:59,9779.2001953125,9585.9599609375,9695.5,9700.759765625,8217829888.0
BTC,2018-05-05 23:59:59,9964.5,9695.1201171875,9700.2802734375,9858.150390625,7651939840.0
BTC,2018-05-06 23:59:59,9940.1396484375,9465.25,9845.3095703125,9654.7998046875,7222280192.0
BTC,2018-05-07 23:59:59,9665.849609375,9231.5302734375,9645.669921875,9373.009765625,7394019840.0
BTC,2018-05-08 23:59:59,9462.75,9127.76953125,9380.8701171875,9234.8203125,7415869952.0
BTC,2018-05-09 23:59:59,9374.759765625,9031.6201171875,9223.73046875,9325.1796875,7226890240.0
BTC,2018-05-10 23:59:59,9396.0400390625,9040.51953125,9325.9599609375,9043.9404296875,6906699776.0
BTC,2018-05-11 23:59:59,9052.9599609375,8394.4599609375,9052.9599609375,8441.490234375,8488520192.0
BTC,2018-05-12 23:59:59,8664.8603515625,8223.5,8441.4404296875,8504.8896484375,6821380096.0
BTC,2018-05-13 23:59:59,8773.5498046875,8395.1201171875,8515.490234375,8723.9404296875,5866379776.0
BTC,2018-05-14 23:59:59,8881.1201171875,8367.9697265625,8713.099609375,8716.7900390625,7364149760.0
BTC,2018-05-15 23:59:59,8836.1904296875,8456.4501953125,8705.1904296875,8510.3798828125,6705710080.0
BTC,2018-05-16 23:59:59,8508.4296875,8175.490234375,8504.41015625,8368.830078125,6760220160.0
BTC,2018-05-17 23:59:59,8445.5400390625,8054.1201171875,8370.0498046875,8094.31982421875,5862530048.0
BTC,2018-05-18 23:59:59,8274.1201171875,7974.81982421875,8091.830078125,8250.9697265625,5764190208.0
BTC,2018-05-19 23:59:59,8372.0595703125,8183.35009765625,8255.73046875,8247.1796875,4712399872.0
BTC,2018-05-20 23:59:59,8562.41015625,8205.240234375,8246.990234375,8513.25,5191059968.0
BTC,2018-05-21 23:59:59,8557.51953125,8365.1201171875,8522.330078125,8418.990234375,5154990080.0
BTC,2018-05-22 23:59:59,8423.25,8004.580078125,8419.8701171875,8041.77978515625,5137010176.0
BTC,2018-05-23 23:59:59,8054.66015625,7507.8798828125,8037.080078125,7557.81982421875,6491120128.0
BTC,2018-05-24 23:59:59,7738.60009765625,7331.14013671875,7561.1201171875,7587.33984375,6049220096.0
BTC,2018-05-25 23:59:59,7659.14013671875,7392.64990234375,7592.2998046875,7480.14013671875,4867829760.0
BTC,2018-05-26 23:59:59,7595.16015625,7349.1201171875,7486.47998046875,7355.8798828125,4051539968.0
BTC,2018-05-27 23:59:59,7381.740234375,7270.9599609375,7362.080078125,7368.22021484375,4056519936.0
BTC,2018-05-28 23:59:59,7419.0498046875,7100.89013671875,7371.31005859375,7135.990234375,5040600064.0
BTC,2018-05-29 23:59:59,7526.419921875,7090.68017578125,7129.4599609375,7472.58984375,5662660096.0
BTC,2018-05-30 23:59:59,7573.77001953125,7313.60009765625,7469.72998046875,7406.52001953125,4922540032.0
BTC,2018-05-31 23:59:59,7608.89990234375,7361.1298828125,7406.14990234375,7494.169921875,5127130112.0
BTC,2018-06-01 23:59:59,7604.72998046875,7407.33984375,7500.7001953125,7541.4501953125,4921460224.0
BTC,2018-06-02 23:59:59,7695.830078125,7497.259765625,7536.72021484375,7643.4501953125,4939299840.0
BTC,2018-06-03 23:59:59,7754.89013671875,7613.0400390625,7632.08984375,7720.25,4851760128.0
BTC,2018-06-04 23:59:59,7753.81982421875,7474.0400390625,7722.52978515625,7514.47021484375,4993169920.0
BTC,2018-06-05 23:59:59,7643.22998046875,7397.0,7500.89990234375,7633.759765625,4961739776.0
BTC,2018-06-06 23:59:59,7680.43017578125,7502.009765625,7625.97021484375,7653.97998046875,4692259840.0
BTC,2018-06-07 23:59:59,7741.27001953125,7650.81982421875,7650.81982421875,7678.240234375,4485799936.0
BTC,2018-06-08 23:59:59,7698.18994140625,7558.39990234375,7685.14013671875,7624.919921875,4227579904.0
BTC,2018-06-09 23:59:59,7683.580078125,7531.97998046875,7632.52001953125,7531.97998046875,3845220096.0
BTC,2018-06-10 23:59:59,7499.5498046875,6709.06982421875,7499.5498046875,6786.02001953125,5804839936.0
